CustomerKey	FirstName	LastName	Full_Name	Gender	AddressLine1	DateFirstPurchase	CommuteDistance	Customer_City
24885	Corey	Xie	Corey Xie	Male	6277 Greenview Court	1/11/2014	10+ Miles	Melton
24886	Joy	Romero	Joy Romero	Female	6746 River Ash Court	6/29/2013	10+ Miles	Wollongong
24887	Micah	Sun	Micah Sun	Male	6045 Holiday Hills Dr.	3/1/2012	5-10 Miles	Perth
24888	Roy	Srini	Roy Srini	Male	6093 Hilltop Road	3/11/2012	5-10 Miles	Melbourne
24889	Kelli	She	Kelli She	Female	9323 Cowell Road	3/29/2012	10+ Miles	Goulburn
24890	Brenda	Van	Brenda Van	Female	6827 Seagull Court	2/7/2013	10+ Miles	Melton
24891	Bianca	Chen	Bianca Chen	Female	1867 Sands	12/8/2013	10+ Miles	Brisbane
24892	Arthur	Alvarez	Arthur Alvarez	Male	6993 Whyte Park Ave.	12/19/2013	10+ Miles	Brisbane
24893	Alvin	Chande	Alvin Chande	Male	4708 Biscayne Court	5/20/2013	2-5 Miles	Melton
24894	Jaime	Jai	Jaime Jai	Male	9059 Salvio St.	2/17/2013	10+ Miles	Sydney
24895	Dalton	Henderson	Dalton Henderson	Male	6751 East 25th St	3/3/2013	10+ Miles	Coffs Harbour
24896	Kendra	Ramos	Kendra Ramos	Female	4927 Virgil Street	11/18/2013	10+ Miles	Townsville
24897	Glenn	Hu	Glenn Hu	Male	6703 Milburn Dr.	7/15/2013	10+ Miles	St. Leonards
24898	Mallory	Gomez	Mallory Gomez	Female	4037 San View Way	4/24/2013	10+ Miles	Findon
24899	Vincent	Zhu	Vincent Zhu	Male	2375 Elwood Drive	2/20/2013	10+ Miles	North Ryde
24900	Ebony	Perez	Ebony Perez	Female	5932 Rainier Dr.	4/24/2012	10+ Miles	North Ryde
24901	Clarence	She	Clarence She	Male	5310 Buena Vista Ave.	4/19/2012	10+ Miles	Newcastle
24902	Jill	Murphy	Jill Murphy	Female	9529 Oonegal Court	4/4/2012	10+ Miles	Warrnambool
24903	Tracy	Black	Tracy Black	Female	744 Piedra Dr.	4/23/2012	10+ Miles	Hawthorne
24904	Jaclyn	Yuan	Jaclyn Yuan	Female	8281 Rhoda Way	4/13/2012	10+ Miles	Hobart
24905	Kelsey	Nara	Kelsey Nara	Female	8348 Holiday Hill Dr.	5/2/2012	10+ Miles	Newcastle
24906	Donna	Raji	Donna Raji	Female	2304 La Canada	4/4/2013	10+ Miles	Silverwater
24907	Megan	Price	Megan Price	Female	4352 Olive Ave.	5/28/2012	10+ Miles	Hobart
24908	Marc	Blanco	Marc Blanco	Male	4367 Citrus Ave.	5/15/2012	10+ Miles	Caloundra
24909	Grant	Yuan	Grant Yuan	Male	6924 Santa Barbara	5/26/2012	10+ Miles	Springwood
24910	Terrance	Madan	Terrance Madan	Male	2024 Belle Dr	5/7/2012	10+ Miles	Silverwater
24911	Martin	Madan	Martin Madan	Male	6152 Buckingham Dr.	7/31/2013	10+ Miles	Caloundra
24912	Krystal	Li	Krystal Li	Female	9682 Concord Blvd.	6/6/2012	10+ Miles	Geelong
24913	Kelsey	Lal	Kelsey Lal	Female	2087 Plaza Del Rio	6/7/2012	10+ Miles	St. Leonards
24914	Heather	Zhou	Heather Zhou	Female	486 Pacifica Avenue	6/25/2012	10+ Miles	Seaford
24915	Stanley	Patel	Stanley Patel	Male	1977 Sun Rise Drive	6/29/2012	10+ Miles	Hervey Bay
24916	Kara	Pal	Kara Pal	Female	4986 Norse Drive	6/19/2012	10+ Miles	Hawthorne
24917	Arthur	Gomez	Arthur Gomez	Male	1782 Camino Solano	6/6/2012	10+ Miles	Cloverdale
24918	Warren	Cai	Warren Cai	Male	7282 Michele Drive	6/11/2012	10+ Miles	South Melbourne
24919	Carl	Shan	Carl Shan	Male	8741 Clark Creek Lane	6/15/2012	10+ Miles	Gold Coast
24920	Amy	Cai	Amy Cai	Female	2225 Ashford Court	6/8/2012	10+ Miles	Melbourne
24921	Curtis	He	Curtis He	Male	8196 Alexander Pl	7/10/2012	10+ Miles	North Ryde
24922	Naomi	Jimenez	Naomi Jimenez	Female	4379 Lakeside Court	7/9/2012	10+ Miles	Hobart
24923	Ebony	Sara	Ebony Sara	Female	7176 A St.	6/30/2012	10+ Miles	North Sydney
24924	Richard	Anderson	Richard Anderson	Male	4877 Limewood Place	7/8/2012	10+ Miles	Hobart
24925	Erick	Perez	Erick Perez	Male	7407 Spring Water St.	12/15/2013	1-2 Miles	Chula Vista
24926	Eric	Roberts	Eric Roberts	Male	667 Miller Dr.	12/24/2013	1-2 Miles	Downey
24927	Kaitlyn	Harris	Kaitlyn Harris	Female	4393 Glenhaven Ave	4/4/2013	1-2 Miles	Lynnwood
24928	Timothy	Wright	Timothy Wright	Male	1851 Pecan Pl.	4/13/2013	1-2 Miles	Mill Valley
24929	Lucas	Bailey	Lucas Bailey	Male	2021 Ladera Court	6/16/2013	5-10 Miles	Puyallup
24930	Abigail	Lewis	Abigail Lewis	Female	7419 San Ramon Road	2/12/2013	5-10 Miles	Los Angeles
24931	Brianna	Miller	Brianna Miller	Female	4681 Deerfield Dr.	7/7/2013	5-10 Miles	Tacoma
24932	Richard	Jones	Richard Jones	Male	4663 High Maple Court	5/29/2013	5-10 Miles	Oakland
24933	Regina	Sanchez	Regina Sanchez	Female	1908 Pansy Dr.	3/31/2013	1-2 Miles	Burbank
24934	Lindsay	Tang	Lindsay Tang	Female	9667 Hermosa	12/3/2013	1-2 Miles	Coronado
24935	James	Hayes	James Hayes	Male	2474 Madhatter Ln	9/6/2013	10+ Miles	Concord
24936	Caleb	Scott	Caleb Scott	Male	9458 Camino Estrada	11/10/2013	10+ Miles	Oregon City
24937	Jordan	Evans	Jordan Evans	Female	7614 Heron Ct	12/3/2013	10+ Miles	Burien
24938	Julia	Martinez	Julia Martinez	Female	9891 Sepulveda Ct.	6/28/2013	10+ Miles	Sedro Woolley
24939	Elizabeth	Barnes	Elizabeth Barnes	Female	8186 Geary	8/18/2013	10+ Miles	Royal Oak
24940	Fernando	Martin	Fernando Martin	Male	7559 Worth Ct.	1/28/2013	10+ Miles	Concord
24941	Wyatt	Garcia	Wyatt Garcia	Male	9453 Sharon Dr.	3/22/2013	10+ Miles	Portland
24942	Steven	James	Steven James	Male	5723 C Wharton Way	10/29/2013	1-2 Miles	Berkeley
24943	Darrell	Chander	Darrell Chander	Male	3403 Meadowbrook	11/26/2013	10+ Miles	Burien
24944	Whitney	Garcia	Whitney Garcia	Female	5854 Eagle Way	3/30/2013	10+ Miles	Berkeley
24945	Logan	Harris	Logan Harris	Male	1455 Fountain Road	5/12/2013	10+ Miles	Redmond
24946	Sarah	Hughes	Sarah Hughes	Female	7932 Pierce Ct.	4/21/2013	10+ Miles	Concord
24947	Aaron	Phillips	Aaron Phillips	Male	233 Waterview Terr.	6/2/2013	1-2 Miles	Metchosin
24948	Nathan	Carter	Nathan Carter	Male	3526 Dover Way	9/23/2013	10+ Miles	Downey
24949	Devin	Howard	Devin Howard	Male	946 Santa Barbara Rd.	10/29/2013	10+ Miles	Kirkland
24950	Stephanie	Alexander	Stephanie Alexander	Female	3475 Chablis Court	9/14/2013	10+ Miles	Torrance
24951	Jeremy	Ward	Jeremy Ward	Male	4605 Merced Circle	7/30/2013	10+ Miles	San Diego
24952	Amanda	Long	Amanda Long	Female	10 Napa Ct.	2/13/2013	1-2 Miles	Lebanon
24953	Aaron	Green	Aaron Green	Male	8486 Hazelwood Lane	6/13/2013	1-2 Miles	Seattle
24954	Jonathan	Long	Jonathan Long	Male	2769 San Jose Drive	10/7/2013	10+ Miles	National City
24955	Donald	Perez	Donald Perez	Male	6998 Courthouse Drive	7/7/2013	10+ Miles	Chula Vista
24956	Ariana	Ward	Ariana Ward	Female	3764 Olive Hill	7/7/2013	10+ Miles	Bellflower
24957	Anna	Howard	Anna Howard	Female	8290 Margaret Ct.	7/4/2013	10+ Miles	Lakewood
24958	Tamara	Xu	Tamara Xu	Female	5587 Stanley Dollar Dr.	11/17/2013	2-5 Miles	Colma
24959	Kristy	Blanco	Kristy Blanco	Female	2447 Pacifica Ave.	4/16/2013	10+ Miles	Berkeley
24960	Brianna	Gray	Brianna Gray	Female	1107 La Corte Bonita	1/18/2012	2-5 Miles	Cliffside
24961	Alexandra	Bennett	Alexandra Bennett	Female	6500 S St.	7/4/2013	2-5 Miles	Walla Walla
24962	Jonathan	Jai	Jonathan Jai	Male	413 West Road	7/22/2013	2-5 Miles	Lynnwood
24963	Erica	Zhao	Erica Zhao	Female	3629 Warren St.	4/21/2013	10+ Miles	Beverly Hills
24964	Samantha	Anderson	Samantha Anderson	Female	6359 Jill Ave.	1/17/2014	2-5 Miles	Edmonds
24965	Justin	Hayes	Justin Hayes	Male	2501 Wilke Drive	6/22/2013	2-5 Miles	Spokane
24966	Jade	Cooper	Jade Cooper	Female	3207 Linton Terr	4/20/2013	2-5 Miles	Olympia
24967	Jasmine	Reed	Jasmine Reed	Female	6228 Palm Avenue	12/30/2013	10+ Miles	Langford
24968	Dalton	Moore	Dalton Moore	Male	363 St Paul Way	6/27/2013	10+ Miles	Portland
24969	Vanessa	Gonzales	Vanessa Gonzales	Female	7773 Hillcrest	2/24/2013	10+ Miles	Puyallup
24970	Blake	Wright	Blake Wright	Male	287 Firestone Drive	6/15/2013	10+ Miles	Salem
24971	Brittney	Lin	Brittney Lin	Female	3682 Diablo View Road	10/31/2013	10+ Miles	Burlingame
24972	Edward	Garcia	Edward Garcia	Male	3121 Spar Court	11/3/2013	2-5 Miles	Fremont
24973	Arianna	Rivera	Arianna Rivera	Female	3985 Dolores Way	6/4/2013	10+ Miles	Long Beach
24974	Eduardo	Carter	Eduardo Carter	Male	9109 Pinetree Court	9/8/2013	10+ Miles	Long Beach
24975	Julia	James	Julia James	Female	6957 Olivewood Ct.	10/18/2013	10+ Miles	Shawnee
24976	Stephanie	Cooper	Stephanie Cooper	Female	4365 B Eagle Peak Rd.	1/2/2012	2-5 Miles	Shawnee
24977	Sophia	Green	Sophia Green	Female	1506 St. George Court	1/11/2012	2-5 Miles	Victoria
24978	Kaylee	Stewart	Kaylee Stewart	Female	8599 Central Blvd.	7/14/2013	10+ Miles	Bremerton
24979	Jada	Adams	Jada Adams	Female	7544 Woodside Court	11/11/2013	2-5 Miles	Edmonds
24980	Savannah	Phillips	Savannah Phillips	Female	998 Green Hill Rd.	6/4/2013	10+ Miles	Lincoln Acres
24981	Jose	Davis	Jose Davis	Male	711 Houston Ct.	9/13/2013	10+ Miles	Puyallup
24982	Devin	King	Devin King	Male	9803 Holiday Hill Dr	4/28/2013	10+ Miles	Burbank
24983	Morgan	Griffin	Morgan Griffin	Female	9595 Barbie Dr.	10/30/2013	10+ Miles	National City
24984	William	Moore	William Moore	Male	5762 Glenmount Drive	8/2/2013	1-2 Miles	Novato
24985	Jenna	Phillips	Jenna Phillips	Female	4630 Candlestick Drive	9/6/2013	5-10 Miles	Torrance
24986	Isabelle	Griffin	Isabelle Griffin	Female	8609 Eagle Ct	11/2/2013	10+ Miles	Oak Bay
24987	Kristopher	Chandra	Kristopher Chandra	Male	2133 Turner Dr.	11/12/2013	2-5 Miles	Burbank
24988	Kayla	Diaz	Kayla Diaz	Female	2013 Fitzuren	4/4/2013	10+ Miles	Santa Cruz
24989	Arianna	Peterson	Arianna Peterson	Female	8762 Terrace	2/3/2013	10+ Miles	Oregon City
24990	Timothy	Collins	Timothy Collins	Male	8139 Clark Creek Lane	4/25/2013	2-5 Miles	Santa Cruz
24991	Luke	Bryant	Luke Bryant	Male	6978 Hoke Dr	4/13/2013	10+ Miles	Issaquah
24992	Faith	Bryant	Faith Bryant	Female	6267 Morello Heights Circle	6/5/2013	10+ Miles	Chula Vista
24993	Marvin	Ortega	Marvin Ortega	Male	4942 Frigate Ct	12/9/2013	10+ Miles	Colma
24994	Lauren	Sanders	Lauren Sanders	Female	5242 Marvelle Ln.	1/28/2013	10+ Miles	San Carlos
24995	Melissa	Peterson	Melissa Peterson	Female	8162 Laurel Dr	3/21/2013	10+ Miles	Victoria
24996	Dylan	Miller	Dylan Miller	Male	6410 Argenta Drive	10/31/2013	10+ Miles	Beverly Hills
24997	Melvin	Kumar	Melvin Kumar	Male	1646 Twinview Drive	12/19/2013	10+ Miles	Burlingame
24998	Olivia	Martinez	Olivia Martinez	Female	9518 Stanley Dollar Dr.	4/2/2013	0-1 Miles	Burlingame
24999	Shaun	Jai	Shaun Jai	Male	5199 James Donlon Blvd	9/18/2013	0-1 Miles	Chula Vista
25000	Allison	Turner	Allison Turner	Female	9018 Valley Crest Drive	12/13/2013	1-2 Miles	Seattle
25001	Clayton	Xu	Clayton Xu	Male	9115 Arthur Rd.	7/7/2013	5-10 Miles	Sydney
25002	Logan	Edwards	Logan Edwards	Male	9682 Concord	7/2/2013	5-10 Miles	Haney
25003	Tristan	Russell	Tristan Russell	Male	7081 Willow Pass Road	6/16/2013	1-2 Miles	Bellingham
25004	Samuel	Thomas	Samuel Thomas	Male	2599 Vine Hill Way	1/21/2014	1-2 Miles	Bremerton
25005	Brianna	Williams	Brianna Williams	Female	5790 Ponderosa Drive	3/30/2013	1-2 Miles	Lebanon
25006	Bailey	Murphy	Bailey Murphy	Female	9407 StandingView Dr. Ave	6/29/2013	5-10 Miles	Yakima
25007	Alyssa	Sanders	Alyssa Sanders	Female	5607 Willow Creek Ct.	4/25/2013	1-2 Miles	Berkeley
25008	Haley	Perry	Haley Perry	Female	59 Lakewood Court	12/19/2013	1-2 Miles	Daly City
25009	Natasha	Alonso	Natasha Alonso	Female	1384 Windmill Way	10/8/2013	1-2 Miles	Caloundra
25010	Misty	Kumar	Misty Kumar	Female	3315 Providence Dr.	7/17/2012	1-2 Miles	Gold Coast
25011	Taylor	White	Taylor White	Female	9504 Rosina Court	7/20/2012	1-2 Miles	Port Macquarie
25012	Craig	Martin	Craig Martin	Male	5098 N. Civic Dr	4/13/2013	5-10 Miles	Coffs Harbour
25013	Mitchell	Stone	Mitchell Stone	Male	9948 Almond Avve	11/10/2013	5-10 Miles	Hervey Bay
25014	Juan	Reed	Juan Reed	Male	5671 Dimaggio Way	12/10/2013	1-2 Miles	Lincoln Acres
25015	Jacqueline	Rogers	Jacqueline Rogers	Female	5183 Ham Drive	4/7/2013	0-1 Miles	Palo Alto
25016	Elijah	Washington	Elijah Washington	Male	6759 Greenbrier Street	7/25/2013	5-10 Miles	Oak Bay
25017	Cristina	Xu	Cristina Xu	Female	1130 Fillet Ave.	8/26/2013	1-2 Miles	Lavender Bay
25018	Lucas	Robinson	Lucas Robinson	Male	9589 Eastgate Avenue	5/30/2013	5-10 Miles	Palo Alto
25019	Misty	Shen	Misty Shen	Female	3055 Mt. Trinity Ct.	11/22/2013	5-10 Miles	Hawthorne
25020	Walter	Romero	Walter Romero	Male	6190 Main Street	7/29/2012	5-10 Miles	St. Leonards
25021	Edwin	Sharma	Edwin Sharma	Male	20 Chestnut Ave	8/5/2012	5-10 Miles	Coffs Harbour
25022	Patricia	Perez	Patricia Perez	Female	6948 Midway Ct	8/14/2012	1-2 Miles	Sydney
25023	Carolyn	Sanz	Carolyn Sanz	Female	5415 West	4/17/2013	5-10 Miles	Burbank
25024	Brad	Pritchett	Brad Pritchett	Male	8500 Byers Rd.	8/11/2013	5-10 Miles	Chula Vista
25025	Spencer	Bryant	Spencer Bryant	Male	1114 Laurel	4/4/2013	0-1 Miles	Spring Valley
25026	Mitchell	Andersen	Mitchell Andersen	Male	8465 Kim Court	2/27/2013	5-10 Miles	Hawthorne
25027	Meredith	Mehta	Meredith Mehta	Female	3756 Lime Ridge Drive	1/7/2014	1-2 Miles	Milsons Point
25028	Brenda	Gonzalez	Brenda Gonzalez	Female	2102 W. 8th St.	1/6/2014	5-10 Miles	Newcastle
25029	Alberto	Hernandez	Alberto Hernandez	Male	9597 Pass	8/6/2012	5-10 Miles	Port Macquarie
25030	Jessie	Romero	Jessie Romero	Female	261 La Orinda Pl	8/20/2012	5-10 Miles	Cloverdale
25031	Kristina	Malhotra	Kristina Malhotra	Female	671 Deerwood Court	5/2/2013	1-2 Miles	Springwood
25032	Meredith	Rana	Meredith Rana	Female	7500 Sheffield Place	8/20/2012	5-10 Miles	Sydney
25033	Omar	Zhu	Omar Zhu	Male	7996 Ronda Ct.	8/1/2012	5-10 Miles	Malabar
25034	Anne	Martin	Anne Martin	Female	3378 Camino Verde	8/3/2012	5-10 Miles	Cloverdale
25035	Mandy	Lin	Mandy Lin	Female	7616 Honey Court	8/5/2012	1-2 Miles	Newcastle
25036	Jenny	Ye	Jenny Ye	Female	8922 Franklin Canyon Road	8/28/2012	1-2 Miles	Goulburn
25037	Terrence	Rai	Terrence Rai	Male	2587 Windmill Way	9/13/2012	1-2 Miles	Perth
25038	Isabella	Hall	Isabella Hall	Female	9395 Oak Grove Rd.	12/27/2013	1-2 Miles	Burien
25039	Alexis	Clark	Alexis Clark	Female	5065 Cloverleaf Circle	11/19/2013	5-10 Miles	Lake Oswego
25040	Julian	Perry	Julian Perry	Male	8172 N. Ranchford	12/2/2013	1-2 Miles	Salem
25041	Hunter	Phillips	Hunter Phillips	Male	4500 Willow Dr.	11/22/2013	5-10 Miles	Yakima
25042	Arif	Rizaldy	Arif Rizaldy	Female	7189 Candle Dr	12/21/2013	1-2 Miles	Bellflower
25043	Damien	Rai	Damien Rai	Male	7094 Salvio St.	8/23/2013	5-10 Miles	Burlingame
25044	Emma	Bailey	Emma Bailey	Female	3795 Tabora Drive	5/20/2013	5-10 Miles	Woodland Hills
25045	Paige	Russell	Paige Russell	Female	582 Magic Dr	2/1/2013	5-10 Miles	Bellingham
25046	Caleb	Long	Caleb Long	Male	7023 Stallion Way	1/2/2012	5-10 Miles	Newton
25047	Trevor	Long	Trevor Long	Male	7957 Hermosa	12/1/2013	5-10 Miles	Palo Alto
25048	Yolanda	Sharma	Yolanda Sharma	Female	1819 Lilac Court	1/2/2012	0-1 Miles	Cliffside
25049	Candice	Ye	Candice Ye	Female	2378 Joyce Dr.	4/29/2013	5-10 Miles	Coronado
25050	Darryl	Chen	Darryl Chen	Male	617 LindenTree Dr	5/2/2013	5-10 Miles	Coronado
25051	Suzanne	Cai	Suzanne Cai	Female	1283 Teakwood Court	9/4/2012	5-10 Miles	Wollongong
25052	Sandra	Lin	Sandra Lin	Female	5583 Peterson Pl.	9/26/2012	1-2 Miles	Sydney
25053	Colin	Andersen	Colin Andersen	Male	5689 Almondtree Circle	9/4/2012	5-10 Miles	St. Leonards
25054	Sheila	Alonso	Sheila Alonso	Female	8783 Detroit Ave.	7/23/2013	0-1 Miles	Hawthorne
25055	Erik	Navarro	Erik Navarro	Male	16 Yukon Street	9/20/2013	10+ Miles	Cranbourne
25056	Wayne	Black	Wayne Black	Male	1366 Hunt Dr	8/20/2013	10+ Miles	Hobart
25057	Jerome	Gomez	Jerome Gomez	Male	6692 Bluefish Lane	9/15/2012	0-1 Miles	Townsville
25058	Corey	Raji	Corey Raji	Male	433 Marsh Drive	10/27/2013	2-5 Miles	East Brisbane
25059	Sean	Ward	Sean Ward	Male	2826 C Del Rio Ln.	5/1/2013	5-10 Miles	Oregon City
25060	Noah	Martinez	Noah Martinez	Male	6472 Loveridge Circle	5/10/2013	0-1 Miles	Coronado
25061	Julia	Hughes	Julia Hughes	Female	6973 Mt. Hood Circle	1/22/2012	1-2 Miles	Vancouver
25062	Kaitlyn	Young	Kaitlyn Young	Female	1058 Kirker Pass Road	4/12/2013	5-10 Miles	Westminster
25063	Dylan	Williams	Dylan Williams	Male	9774 Maywood Lane	12/5/2013	1-2 Miles	Bellingham
25064	James	Harris	James Harris	Male	2173 H Stagecoach Rd.	5/3/2013	0-1 Miles	Torrance
25065	Thomas	Henderson	Thomas Henderson	Male	7159 Shell Circle	3/30/2013	5-10 Miles	Seattle
25066	Charles	Robinson	Charles Robinson	Male	5068 N Francisco Way	1/26/2014	1-2 Miles	Royal Oak
25067	Melanie	Butler	Melanie Butler	Female	6398 Joyce Dr	12/23/2013	2-5 Miles	Issaquah
25068	Robert	Shan	Robert Shan	Male	9152 St. Patricia	10/13/2013	0-1 Miles	Chula Vista
25069	Lori	Ortega	Lori Ortega	Female	273 Winding Lane	6/24/2013	10+ Miles	Burien
25070	Melody	Alvarez	Melody Alvarez	Female	3196 Rotherham Dr.	9/18/2013	10+ Miles	Cliffside
25071	Natalie	Brooks	Natalie Brooks	Female	2305 Glaze Drive	1/12/2014	2-5 Miles	Mill Valley
25072	Alyssa	Murphy	Alyssa Murphy	Female	1451 Victory Lane	12/18/2013	0-1 Miles	Salem
25073	Shelby	Stewart	Shelby Stewart	Female	7317 Cortez	12/23/2013	2-5 Miles	Corvallis
25074	Samantha	Jackson	Samantha Jackson	Female	7895 Arlington Way	5/23/2013	2-5 Miles	Lebanon
25075	Samantha	Thompson	Samantha Thompson	Female	459 William Reed Drive	5/3/2013	2-5 Miles	San Carlos
25076	Nicole	Jenkins	Nicole Jenkins	Female	6868 West	12/19/2013	0-1 Miles	Lincoln Acres
25077	Wyatt	Clark	Wyatt Clark	Male	9320 Teakwood Dr.	12/14/2013	0-1 Miles	Tacoma
25078	James	Jenkins	James Jenkins	Male	7585 Ida Drive	12/3/2013	2-5 Miles	Los Angeles
25079	Riley	Perry	Riley Perry	Female	4512 M St.	5/29/2013	2-5 Miles	Port Orchard
25080	Marissa	Long	Marissa Long	Female	9557 Steven Circle	5/9/2013	2-5 Miles	Burlingame
25081	Melanie	Morris	Melanie Morris	Female	8042 Dent Way	8/20/2013	0-1 Miles	Fremont
25082	William	Martinez	William Martinez	Male	4019 Gumwood Dr.	10/11/2013	0-1 Miles	Berkeley
25083	Omar	Gao	Omar Gao	Male	6387 Tanager Road	11/8/2013	10+ Miles	Berkeley
25084	Dalton	James	Dalton James	Male	250 Montgomery Ave.	12/12/2013	0-1 Miles	Woodburn
25085	Lucas	Rogers	Lucas Rogers	Male	3362 Julpum Loop	1/20/2013	2-5 Miles	La Jolla
25086	Jasmine	Cox	Jasmine Cox	Female	679 Pepperidge Way	12/30/2012	2-5 Miles	Berkeley
25087	Wyatt	Young	Wyatt Young	Male	9533 Working Drive	1/22/2013	0-1 Miles	Burien
25088	Victoria	Reed	Victoria Reed	Female	8957 Maureen Circle	1/13/2013	2-5 Miles	Long Beach
25089	Christy	Xie	Christy Xie	Female	5102 Sycamore Drive	9/21/2013	2-5 Miles	Burien
25090	Ivan	Sara	Ivan Sara	Male	1218 Woodside Court	12/10/2013	0-1 Miles	Cliffside
25091	Jessie	Zeng	Jessie Zeng	Male	8308 Fox Way	4/7/2013	0-1 Miles	Concord
25092	Emily	Jackson	Emily Jackson	Female	8994 Richard Ave.	1/7/2013	2-5 Miles	Long Beach
25093	Madison	Griffin	Madison Griffin	Female	6531 William Reed Dr.	1/14/2012	0-1 Miles	Newton
25094	Charles	Thomas	Charles Thomas	Male	9941 Graham Ave.	1/12/2012	0-1 Miles	Vancouver
25095	Adam	Jai	Adam Jai	Male	6375 Freda Drive	2/1/2012	0-1 Miles	Victoria
25096	Victoria	Bennett	Victoria Bennett	Female	9384 Jamie Way	2/12/2013	2-5 Miles	Bellingham
25097	Fernando	Gonzales	Fernando Gonzales	Male	41 Regency Dr.	2/13/2013	2-5 Miles	Milwaukie
25098	Logan	Long	Logan Long	Male	9171 Morello Ave	2/22/2013	0-1 Miles	Corvallis
25099	Melanie	Hayes	Melanie Hayes	Female	4475 Longbrook Way	2/23/2013	0-1 Miles	Santa Cruz
25100	Kristen	Huang	Kristen Huang	Female	8224 Georgia Street	2/3/2012	2-5 Miles	Cliffside
25101	Wyatt	Baker	Wyatt Baker	Male	2230 May Way	1/2/2014	2-5 Miles	Newton
25102	Stephanie	Kelly	Stephanie Kelly	Female	2056 Otter Dr.	2/19/2013	2-5 Miles	Berkeley
25103	Shelby	Brooks	Shelby Brooks	Female	6480 Prancing Drive	8/4/2013	0-1 Miles	Concord
25104	Natalie	Parker	Natalie Parker	Female	1500 Polk Street	2/28/2012	0-1 Miles	Westminster
25105	Warren	Nara	Warren Nara	Male	6973 Elena	5/4/2013	0-1 Miles	Concord
25106	Micah	Gao	Micah Gao	Male	7165 Foothill Way	9/16/2012	0-1 Miles	East Brisbane
25107	Mason	Ramirez	Mason Ramirez	Male	2137 Argenta Dr.	9/1/2012	0-1 Miles	Melton
25108	Gary	Gill	Gary Gill	Male	4504 Terranova Drive	9/29/2012	0-1 Miles	Wollongong
25109	Devin	Rivera	Devin Rivera	Male	2956 East Altarinda Dr.	5/27/2013	0-1 Miles	Rockhampton
25110	Tabitha	Suarez	Tabitha Suarez	Female	9752 Monterrey	7/26/2013	0-1 Miles	Caloundra
25111	Drew	Chander	Drew Chander	Male	2798 Castlewood	10/9/2012	2-5 Miles	Perth
25112	Suzanne	Zhu	Suzanne Zhu	Female	5741 Glen Wood Dr.	10/4/2012	0-1 Miles	Goulburn
25113	Randy	Gao	Randy Gao	Male	4550 Morello Ave.	10/19/2012	2-5 Miles	North Sydney
25114	Donald	Sara	Donald Sara	Male	1345 Prospect Street	10/4/2012	0-1 Miles	Port Macquarie
25115	Raymond	Rana	Raymond Rana	Male	1771 Wood Ranch Circle	10/6/2012	10+ Miles	Wollongong
25116	Phillip	Sara	Phillip Sara	Male	1993 Maywood Lane	5/30/2013	10+ Miles	Matraville
25117	Mindy	Shan	Mindy Shan	Female	1306 B St.	12/30/2013	10+ Miles	Malabar
25118	Gerald	Diaz	Gerald Diaz	Male	220 N Ridgewood Drive	8/20/2013	10+ Miles	Lane Cove
25119	Deanna	Lopez	Deanna Lopez	Female	1898 Pine Tree Drive	10/2/2012	1-2 Miles	Goulburn
25120	Heidi	Rodriguez	Heidi Rodriguez	Female	7902 Bates Court	9/28/2012	2-5 Miles	Goulburn
25121	Clarence	Yang	Clarence Yang	Male	3676 Oak Leaf Ct	10/26/2012	2-5 Miles	Hervey Bay
25122	Susan	Zhao	Susan Zhao	Female	5527 Liscome Way	11/27/2013	0-1 Miles	Bendigo
25123	Sharon	Simpson	Sharon Simpson	Female	3729 Via Del Verdes	9/11/2013	0-1 Miles	Coffs Harbour
25124	Keith	Xu	Keith Xu	Male	8531 Doncaster Dr	5/26/2013	0-1 Miles	Lavender Bay
25125	Randy	Wang	Randy Wang	Male	8143 Petarct	9/25/2013	0-1 Miles	Melton
25126	Shane	Suri	Shane Suri	Male	3994 Sucamore Drive	11/5/2012	2-5 Miles	Malabar
25127	Priscilla	Deng	Priscilla Deng	Female	3757 Brook Hollow Ct	11/7/2012	1-2 Miles	Silverwater
25128	Clifford	Sai	Clifford Sai	Male	9494 Buena Vista	8/24/2013	2-5 Miles	East Brisbane
25129	Allen	Raman	Allen Raman	Male	378 Show Rd.	2/21/2013	0-1 Miles	St. Leonards
25130	Micah	Huang	Micah Huang	Male	9580 Kalima Place	5/9/2013	10+ Miles	North Ryde
25131	Gerald	Chandra	Gerald Chandra	Male	6933 Sutton Circle	7/21/2013	10+ Miles	Melton
25132	Lindsey	Xie	Lindsey Xie	Female	4137 Garcia Ranch Road	9/17/2013	10+ Miles	Cranbourne
25133	Kristine	Gutierrez	Kristine Gutierrez	Female	7399 Pacific	11/6/2012	5-10 Miles	North Ryde
25134	Brett	Rodriguez	Brett Rodriguez	Male	6928 Jason Ct	12/13/2013	1-2 Miles	St. Leonards
25135	Kelvin	Zhao	Kelvin Zhao	Male	9011 Tabora Drive	12/2/2013	1-2 Miles	Sunbury
25136	Ruben	Diaz	Ruben Diaz	Male	4038 Elk Dr	4/5/2013	1-2 Miles	Sunbury
25137	Nina	Raje	Nina Raje	Female	6237 El Rancho Dr.	1/21/2014	0-1 Miles	Townsville
25138	Seth	Russell	Seth Russell	Male	1412 San Marino Ct.	11/10/2012	1-2 Miles	Wollongong
