CustomerKey,GeographyKey,CustomerAlternateKey,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,SpanishEducation,FrenchEducation,EnglishOccupation,SpanishOccupation,FrenchOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance
11795,315,AW00011795,NULL,Nicole,NULL,Thomas,0,1974-08-15,S,NULL,F,nicole11@adventure-works.com,40000.00,2,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,4303 Athene Drive,NULL,667-555-0136,2013-07-12,2-5 Miles
11796,315,AW00011796,NULL,Isabel,C,Jenkins,0,1985-08-03,S,NULL,F,isabel7@adventure-works.com,40000.00,2,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,0,0,9348 Notre Dame Ave,NULL,774-555-0127,2011-10-16,0-1 Miles
11797,348,AW00011797,NULL,Devin,R,Coleman,0,1980-03-03,S,NULL,M,devin44@adventure-works.com,40000.00,2,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,4143 Heather Pl.,NULL,792-555-0157,2011-10-14,2-5 Miles
11798,611,AW00011798,NULL,Brendan,Q,Chande,0,1974-08-12,M,NULL,M,brendan13@adventure-works.com,40000.00,2,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,1519 Sheffield Place,NULL,551-555-0157,2011-10-15,2-5 Miles
11799,612,AW00011799,NULL,Jessie,B,Wang,0,1980-09-09,M,NULL,M,jessie7@adventure-works.com,40000.00,2,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,4593 Camino Peral,NULL,527-555-0124,2011-10-10,0-1 Miles
11800,536,AW00011800,NULL,Jennifer,M,Baker,0,1975-05-07,M,NULL,F,jennifer19@adventure-works.com,60000.00,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,8998 Katharyn Drive,NULL,506-555-0157,2013-08-10,2-5 Miles
11801,536,AW00011801,NULL,Aaron,J,Sharma,0,1975-03-16,M,NULL,M,aaron30@adventure-works.com,60000.00,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,4073 Niagara Court,NULL,500-555-0177,2013-12-12,2-5 Miles
11802,59,AW00011802,NULL,Madison,A,Taylor,0,1977-02-05,M,NULL,F,madison9@adventure-works.com,60000.00,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,627 La Salle Street,NULL,635-555-0173,2013-02-25,0-1 Miles
11803,631,AW00011803,NULL,Jan,L,Hernandez,0,1977-03-11,S,NULL,F,jan15@adventure-works.com,60000.00,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,3553 Grant Street,NULL,845-555-0160,2013-07-29,2-5 Miles
11804,634,AW00011804,NULL,Haley,M,Turner,0,1976-10-15,M,NULL,F,haley44@adventure-works.com,60000.00,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,5450 Bellows Ct.,NULL,489-555-0139,2013-05-29,0-1 Miles
11805,300,AW00011805,NULL,Richard,M,Green,0,1976-09-08,M,NULL,M,richard25@adventure-works.com,70000.00,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,5407 Cougar Way,NULL,142-555-0146,2013-04-23,0-1 Miles
11806,302,AW00011806,NULL,Jennifer,S,Stewart,0,1982-08-06,M,NULL,F,jennifer52@adventure-works.com,70000.00,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,1500 Grant Street,NULL,159-555-0111,2013-02-21,0-1 Miles
11807,343,AW00011807,NULL,Lucas,NULL,Baker,0,1977-03-03,M,NULL,M,lucas48@adventure-works.com,70000.00,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,1086 Ash Lane,NULL,787-555-0141,2013-04-13,2-5 Miles
11808,54,AW00011808,NULL,James,NULL,Parker,0,1974-10-10,M,NULL,M,james57@adventure-works.com,60000.00,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,751 Countrywood Ct.,NULL,730-555-0125,2013-03-26,2-5 Miles
11809,300,AW00011809,NULL,Juan,NULL,Gray,0,1973-07-01,M,NULL,M,juan16@adventure-works.com,60000.00,2,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,0,1289 Quigley St.,NULL,995-555-0114,2011-10-21,0-1 Miles
11810,611,AW00011810,NULL,Antonio,K,Washington,0,1978-01-03,S,NULL,M,antonio13@adventure-works.com,40000.00,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,1,7095 Curletto Dr.,NULL,373-555-0139,2011-10-20,2-5 Miles
11811,310,AW00011811,NULL,Abigail,C,Brooks,0,1978-06-11,S,NULL,F,abigail22@adventure-works.com,40000.00,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,1,1617 Crossbow Way,NULL,367-555-0138,2011-10-15,2-5 Miles
11812,644,AW00011812,NULL,Andrew,N,Rodriguez,0,1973-03-21,M,NULL,M,andrew27@adventure-works.com,40000.00,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,1,3997 Via De Luna,NULL,586-555-0118,2011-10-03,0-1 Miles
11813,552,AW00011813,NULL,Mary,NULL,Patterson,0,1973-05-11,M,NULL,F,mary40@adventure-works.com,40000.00,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,1,1102 Ravenwood,NULL,956-555-0136,2011-10-16,0-1 Miles
11814,542,AW00011814,NULL,Dalton,L,Morgan,0,1976-01-05,M,NULL,M,dalton84@adventure-works.com,60000.00,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,4921 Oakwood Circle,NULL,530-555-0182,2013-06-23,0-1 Miles
11815,642,AW00011815,NULL,Hannah,J,Patterson,0,1981-04-20,M,NULL,F,hannah33@adventure-works.com,70000.00,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,3327 Rockridge Dr.,NULL,110-555-0136,2011-10-02,0-1 Miles
11816,300,AW00011816,NULL,Joe,A,Torres,0,1981-10-19,M,NULL,M,joe35@adventure-works.com,70000.00,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,8069 Vine Hill Way,NULL,450-555-0115,2011-10-02,2-5 Miles
11817,310,AW00011817,NULL,Morgan,C,Miller,0,1981-11-23,S,NULL,F,morgan29@adventure-works.com,70000.00,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,5929 William Reed Dr.,NULL,339-555-0137,2011-10-13,2-5 Miles
11818,312,AW00011818,NULL,Daniel,C,Garcia,0,1975-10-20,M,NULL,M,daniel8@adventure-works.com,70000.00,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,4010 Willow Pass Road,NULL,125-555-0145,2011-10-21,2-5 Miles
11819,616,AW00011819,NULL,Jose,NULL,Lal,0,1973-04-08,M,NULL,M,jose23@adventure-works.com,70000.00,2,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,1,6264 Center Ave,NULL,152-555-0130,2013-02-15,0-1 Miles
11820,69,AW00011820,NULL,Katelyn,NULL,Lopez,0,1977-08-22,M,NULL,F,katelyn45@adventure-works.com,60000.00,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,8873 Folson Drive,NULL,316-555-0185,2013-02-09,0-1 Miles
11821,300,AW00011821,NULL,Austin,NULL,Johnson,0,1971-10-13,M,NULL,M,austin40@adventure-works.com,60000.00,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,6569 Endriss,NULL,163-555-0134,2013-07-30,2-5 Miles
11822,336,AW00011822,NULL,Rohinton,H,Wadia,0,1971-12-11,M,NULL,F,rohinton1@adventure-works.com,60000.00,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,5935 Seawind Dr.,NULL,792-555-0137,2013-05-20,2-5 Miles
11823,53,AW00011823,NULL,Morgan,NULL,Turner,0,1977-10-20,M,NULL,F,morgan3@adventure-works.com,70000.00,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,6091 Bluefish Lane,NULL,856-555-0168,2013-05-18,2-5 Miles
11824,55,AW00011824,NULL,Jill,C,Martin,0,1977-10-03,M,NULL,F,jill6@adventure-works.com,70000.00,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,9719 Hamilton Ave,NULL,884-555-0127,2013-03-18,2-5 Miles
11825,298,AW00011825,NULL,Aimee,NULL,She,0,1971-11-15,S,NULL,F,aimee17@adventure-works.com,70000.00,5,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,6752 Covington Court,NULL,137-555-0149,2011-10-16,2-5 Miles
11826,300,AW00011826,NULL,Jessie,J,Alonso,0,1971-08-15,M,NULL,F,jessie6@adventure-works.com,70000.00,5,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,7342 Dew Drop Circle,NULL,579-555-0138,2011-10-27,0-1 Miles
11827,55,AW00011827,NULL,Sara,M,Baker,0,1980-09-16,M,NULL,F,sara43@adventure-works.com,60000.00,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,5269 Mt. Trinity Court,NULL,256-555-0180,2013-02-20,2-5 Miles
11828,545,AW00011828,NULL,Katherine,NULL,Martinez,0,1980-06-04,M,NULL,F,katherine88@adventure-works.com,70000.00,5,5,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,2,3836 Carletto Drive,NULL,584-555-0118,2013-04-03,0-1 Miles
11829,637,AW00011829,NULL,Sophia,NULL,Campbell,0,1975-05-02,M,NULL,F,sophia5@adventure-works.com,70000.00,5,5,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,2,8122 Mink Court,NULL,766-555-0146,2013-03-13,0-1 Miles
11830,336,AW00011830,NULL,Taylor,N,Garcia,0,1974-07-15,M,NULL,F,taylor63@adventure-works.com,80000.00,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,6986 Ida Ave.,NULL,301-555-0163,2011-09-29,0-1 Miles
11831,358,AW00011831,NULL,Christian,NULL,Ross,0,1975-05-24,M,NULL,M,christian18@adventure-works.com,80000.00,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,971 Harness Circle,NULL,123-555-0152,2011-10-27,0-1 Miles
11832,644,AW00011832,NULL,Zoe,NULL,Murphy,0,1976-04-01,S,NULL,F,zoe13@adventure-works.com,40000.00,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,1,3426 Calhoun Court,NULL,798-555-0157,2013-02-18,2-5 Miles
11833,59,AW00011833,NULL,Oscar,G,Price,0,1982-01-16,M,NULL,M,oscar9@adventure-works.com,80000.00,3,3,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,1,5049 Teakwood Dr.,NULL,389-555-0114,2013-06-12,2-5 Miles
11834,339,AW00011834,NULL,Fernando,M,Flores,0,1982-04-20,S,NULL,M,fernando55@adventure-works.com,80000.00,3,3,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,0,1,3789 Linden Lane,NULL,162-555-0175,2011-10-22,0-1 Miles
11835,53,AW00011835,NULL,Elijah,M,Russell,0,1970-12-17,S,NULL,M,elijah21@adventure-works.com,80000.00,3,3,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,2,1592 Working Drive,NULL,188-555-0159,2013-01-10,2-5 Miles
11836,616,AW00011836,NULL,Garrett,NULL,Travers,0,1970-10-25,M,NULL,M,garrett9@adventure-works.com,80000.00,3,3,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,2,7947 Stillman Court,NULL,879-555-0116,2013-03-24,0-1 Miles
11837,360,AW00011837,NULL,Haley,NULL,Alexander,0,1976-08-05,S,NULL,F,haley38@adventure-works.com,80000.00,3,3,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,2,80 Mozden Lane,NULL,951-555-0164,2011-10-13,2-5 Miles
11838,536,AW00011838,NULL,Justin,J,Rodriguez,0,1970-08-09,S,NULL,M,justin48@adventure-works.com,80000.00,3,3,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,0,2,761 Orchard View Ave.,NULL,211-555-0112,2013-05-31,0-1 Miles
11839,369,AW00011839,NULL,Tyler,NULL,Brown,0,1976-07-21,S,NULL,M,tyler9@adventure-works.com,60000.00,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,1,9271 Prestwick Ave.,NULL,801-555-0121,2011-10-26,2-5 Miles
11840,336,AW00011840,NULL,Julian,D,Patterson,0,1976-05-13,M,NULL,M,julian12@adventure-works.com,60000.00,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,1,9240 Limewood Pl.,NULL,603-555-0169,2013-04-30,2-5 Miles
11841,52,AW00011841,NULL,Sean,NULL,Nelson,0,1969-09-13,M,NULL,M,sean41@adventure-works.com,40000.00,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,1,4594 Hill Drive,NULL,314-555-0153,2013-05-20,0-1 Miles
11842,631,AW00011842,NULL,Justin,NULL,Wilson,0,1970-04-03,S,NULL,M,justin38@adventure-works.com,50000.00,4,4,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,3,7164 Pinncale Drive,NULL,585-555-0152,2013-05-12,10+ Miles
11843,536,AW00011843,NULL,Christy,NULL,Nara,0,1975-11-08,S,NULL,F,christy34@adventure-works.com,50000.00,4,4,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,0,3,4678 Ygnacio Valley Road,NULL,639-555-0189,2013-02-07,10+ Miles
11844,307,AW00011844,NULL,Michele,J,Alvarez,0,1969-10-06,S,NULL,F,michele39@adventure-works.com,50000.00,4,4,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,3,9249 Martin St,NULL,103-555-0162,2013-10-05,10+ Miles
11845,63,AW00011845,NULL,Natalie,A,Jones,0,1930-02-15,S,NULL,F,natalie71@adventure-works.com,30000.00,2,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,2,1442 Hill Top Rd,NULL,119-555-0148,2013-02-13,0-1 Miles
11846,337,AW00011846,NULL,Savannah,A,Reed,0,1969-12-13,S,NULL,F,savannah18@adventure-works.com,50000.00,4,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,2,4080 Pelican Loop,NULL,503-555-0151,2013-04-28,2-5 Miles
11847,547,AW00011847,NULL,Cassidy,NULL,Diaz,0,1970-05-31,S,NULL,F,cassidy23@adventure-works.com,50000.00,4,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,0,2,3797 Concord Royale,NULL,323-555-0140,2013-06-28,0-1 Miles
11848,648,AW00011848,NULL,Joshua,C,Lewis,0,1975-02-24,M,NULL,M,joshua23@adventure-works.com,50000.00,4,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,2,7166 Brock Lane,NULL,365-555-0198,2013-07-27,2-5 Miles
11849,331,AW00011849,NULL,Faith,C,Reed,0,1970-03-13,S,NULL,F,faith36@adventure-works.com,50000.00,4,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,2,2751 Trail Way,Unit B,727-555-0162,2013-11-27,2-5 Miles
11850,347,AW00011850,NULL,Brooke,C,Ramirez,0,1980-09-16,S,NULL,F,brooke7@adventure-works.com,50000.00,4,2,Bachelors,Licenciatura,Bac + 4,Skilled Manual,Obrero especializado,Technicien,1,2,8004 Water Street,NULL,729-555-0139,2013-04-08,2-5 Miles
11851,311,AW00011851,NULL,Jada,NULL,Mitchell,0,1969-03-07,S,NULL,F,jada23@adventure-works.com,60000.00,4,2,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,2,6848 Calico Way,NULL,416-555-0196,2013-06-16,2-5 Miles
11852,334,AW00011852,NULL,Kyle,M,Russell,0,1969-04-23,S,NULL,M,kyle15@adventure-works.com,60000.00,4,2,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,2,1345 Prospect Street,NULL,473-555-0199,2013-07-10,0-1 Miles
11853,311,AW00011853,NULL,Grace,NULL,Jones,0,1979-11-15,S,NULL,F,grace2@adventure-works.com,60000.00,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,1,8866 Alpha Way,NULL,388-555-0168,2013-05-10,2-5 Miles
11854,383,AW00011854,NULL,Jason,K,Mitchell,0,1973-10-16,S,NULL,M,jason40@adventure-works.com,60000.00,2,2,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,0,7537 Clark Creek Lane,NULL,480-555-0139,2011-10-25,0-1 Miles
11855,302,AW00011855,NULL,Christian,NULL,Walker,0,1974-08-09,M,NULL,M,christian44@adventure-works.com,60000.00,4,2,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,4,1575 Brown Street,NULL,531-555-0113,2013-04-27,2-5 Miles
11856,539,AW00011856,NULL,Seth,M,Hernandez,0,1969-02-13,M,NULL,M,seth26@adventure-works.com,60000.00,3,2,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,4107 St. Raphael Drive,NULL,195-555-0146,2013-11-29,0-1 Miles
11857,614,AW00011857,NULL,Isabella,NULL,Young,0,1974-03-08,S,NULL,F,isabella56@adventure-works.com,60000.00,3,2,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,0,9175 Benton Street,NULL,747-555-0149,2013-10-06,0-1 Miles
11858,361,AW00011858,NULL,Jordan,A,Coleman,0,1968-06-05,M,NULL,M,jordan2@adventure-works.com,40000.00,3,2,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,8005 Ranchhand Court,NULL,996-555-0179,2013-03-27,2-5 Miles
11859,631,AW00011859,NULL,Blake,J,Garcia,0,1968-03-08,M,NULL,M,blake16@adventure-works.com,70000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,9322 Driving Drive,NULL,713-555-0128,2013-04-22,2-5 Miles
11860,343,AW00011860,NULL,Nicole,NULL,Walker,0,1967-07-09,M,NULL,F,nicole23@adventure-works.com,70000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,8362 Abbey Court,NULL,129-555-0165,2013-07-03,2-5 Miles
11861,71,AW00011861,NULL,Katherine,NULL,Carter,0,1967-10-22,M,NULL,F,katherine58@adventure-works.com,70000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,591 Laguna Street,# 439,572-555-0120,2013-05-14,0-1 Miles
11862,616,AW00011862,NULL,Olivia,NULL,Peterson,0,1972-09-11,S,NULL,F,olivia40@adventure-works.com,40000.00,4,2,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,9212 Tupelo Drive,NULL,409-555-0135,2013-05-16,2-5 Miles
11863,638,AW00011863,NULL,Jessica,NULL,Wood,0,1967-04-10,M,NULL,F,jessica26@adventure-works.com,60000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,1439 N. Canyon Road,NULL,130-555-0137,2013-09-03,2-5 Miles
11864,642,AW00011864,NULL,Elizabeth,W,Thompson,0,1967-03-06,M,NULL,F,elizabeth19@adventure-works.com,60000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,2894 Encino Dr.,NULL,465-555-0154,2013-03-01,2-5 Miles
11865,343,AW00011865,NULL,Chloe,R,Rivera,0,1966-08-06,M,NULL,F,chloe54@adventure-works.com,60000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,6282 Mcneil Place,NULL,372-555-0142,2013-02-17,2-5 Miles
11866,325,AW00011866,NULL,Lucas,L,Scott,0,1966-12-30,M,NULL,M,lucas46@adventure-works.com,60000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,1,1218 Woodside Court,NULL,764-555-0119,2013-02-18,0-1 Miles
11867,343,AW00011867,NULL,Nathaniel,C,James,0,1971-04-21,M,NULL,M,nathaniel0@adventure-works.com,40000.00,4,2,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,4268 Weaver Court,NULL,112-555-0116,2013-06-04,2-5 Miles
11868,68,AW00011868,NULL,Jessica,M,Peterson,0,1973-01-31,S,NULL,F,jessica17@adventure-works.com,70000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,1613 Santa Maria,NULL,974-555-0184,2013-02-02,2-5 Miles
11869,71,AW00011869,NULL,Kaitlyn,A,Adams,0,1984-05-01,S,NULL,F,kaitlyn13@adventure-works.com,70000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,1,3815 Berry Dr.,NULL,512-555-0158,2013-03-20,0-1 Miles
11870,612,AW00011870,NULL,Jillian,NULL,Garcia,0,1978-07-10,S,NULL,F,jillian15@adventure-works.com,70000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,1,6375 Freda Drive,NULL,386-555-0159,2013-07-20,0-1 Miles
11871,626,AW00011871,NULL,Dalton,L,Bennett,0,1978-08-12,S,NULL,M,dalton46@adventure-works.com,70000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,1,4188 Green Valley Road,NULL,941-555-0138,2013-02-23,2-5 Miles
11872,325,AW00011872,NULL,Faith,L,Patterson,0,1978-07-17,S,NULL,F,faith9@adventure-works.com,60000.00,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,1,1141 Rolling Hill Way,NULL,148-555-0143,2011-10-21,0-1 Miles
11873,372,AW00011873,NULL,Ryan,NULL,Zhang,0,1972-10-09,M,NULL,M,ryan27@adventure-works.com,60000.00,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,0,1,4176 Cotton Ct,NULL,295-555-0128,2011-10-07,0-1 Miles
11874,385,AW00011874,NULL,Adrian,NULL,Bell,0,1978-03-06,S,NULL,M,adrian15@adventure-works.com,60000.00,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,1,302 Briarcliff Ct.,NULL,254-555-0175,2013-07-19,2-5 Miles
11875,51,AW00011875,NULL,Jonathan,NULL,Brown,0,1966-01-31,M,NULL,M,jonathan54@adventure-works.com,60000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,1,5373 Montgomery Ave.,NULL,108-555-0111,2013-04-20,0-1 Miles
11876,348,AW00011876,NULL,Madison,L,White,0,1966-05-13,M,NULL,F,madison13@adventure-works.com,60000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,27 Athens Circle,NULL,813-555-0171,2013-06-19,2-5 Miles
11877,345,AW00011877,NULL,Alexis,NULL,Diaz,0,1966-04-06,M,NULL,F,alexis45@adventure-works.com,60000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,8541 Summerfield Drive,NULL,409-555-0139,2013-10-05,2-5 Miles
11878,607,AW00011878,NULL,Christine,NULL,Nara,0,1971-02-04,M,NULL,F,christine12@adventure-works.com,60000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,5784 Yeoman Dr.,NULL,792-555-0139,2013-11-30,2-5 Miles
11879,536,AW00011879,NULL,Edgar,NULL,Sai,0,1971-09-30,M,NULL,M,edgar6@adventure-works.com,60000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,9037 Saddlehill Lane,NULL,525-555-0117,2013-02-27,2-5 Miles
11880,548,AW00011880,NULL,Melissa,NULL,Sanchez,0,1965-02-16,M,NULL,F,melissa40@adventure-works.com,60000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,2524 Fish Dr,NULL,409-555-0153,2013-04-10,0-1 Miles
11881,326,AW00011881,NULL,Richard,T,Mitchell,0,1965-01-20,M,NULL,M,richard30@adventure-works.com,60000.00,4,3,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,0,8998 Adobe Drive,NULL,142-555-0165,2013-12-02,2-5 Miles
11882,637,AW00011882,NULL,Patrick,L,Stewart,0,1975-09-05,M,NULL,M,patrick27@adventure-works.com,60000.00,4,3,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,0,2880 Ponderosa Dr.,NULL,115-555-0181,2013-02-17,0-1 Miles
11883,612,AW00011883,NULL,Hannah,C,Anderson,0,1965-02-10,M,NULL,F,hannah9@adventure-works.com,70000.00,5,5,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,3,5622 Geary,NULL,819-555-0146,2013-02-21,10+ Miles
11884,607,AW00011884,NULL,Latoya,S,Shen,0,1970-04-22,M,NULL,F,latoya2@adventure-works.com,80000.00,5,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,2328 Sand View Way,NULL,390-555-0186,2013-02-17,0-1 Miles
11885,302,AW00011885,NULL,Kurt,NULL,Sharma,0,1970-09-21,M,NULL,M,kurt9@adventure-works.com,80000.00,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,4461 Centennial Way,NULL,146-555-0179,2011-10-28,0-1 Miles
11886,369,AW00011886,NULL,Katelyn,NULL,Parker,0,1963-07-20,M,NULL,F,katelyn30@adventure-works.com,60000.00,3,2,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,1,7111 Concord Ct.,NULL,451-555-0135,2011-10-28,0-1 Miles
11887,312,AW00011887,NULL,Joseph,NULL,White,0,1963-10-03,M,NULL,M,joseph19@adventure-works.com,60000.00,1,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,1,8656 Lakespring Place,NULL,149-555-0116,2013-05-28,2-5 Miles
